日期,开盘,最高,最低,收盘,成交量,股票代码,成交额
2015-09-02,4.73,5.04,4.5,4.6,29922137,,142475824.0
2015-09-07,4.8,4.94,4.65,4.79,28903309,,138823696.0
2015-09-08,4.82,5.2,4.7,5.15,25980314,,128144520.0
2015-09-09,5.17,5.43,5.07,5.37,36499976,,192950048.0
2015-09-10,5.28,5.32,5.17,5.17,22165287,,116305904.0
2015-09-11,5.15,5.26,5.07,5.21,20502816,,106384808.0
2015-09-14,5.35,5.37,4.69,4.69,31307242,,154669840.0
2015-09-15,4.57,4.67,4.3,4.36,22710963,,101981824.0
2015-09-16,4.41,4.8,4.3,4.8,26812828,,122262544.0
2015-09-17,4.77,4.98,4.61,4.64,28740778,,138293760.0
2015-09-18,4.67,4.78,4.62,4.72,15327871,,71896008.0
2015-09-21,4.69,4.93,4.58,4.9,17529401,,84061896.0
2015-09-22,4.91,5.02,4.86,4.95,24094384,,119188712.0
2015-09-23,4.84,4.97,4.75,4.84,21132599,,102614000.0
2015-09-24,4.86,5.25,4.86,5.2,29853021,,149248624.0
2015-09-25,5.1,5.13,4.8,4.85,29079355,,144322720.0
2015-09-28,4.86,4.92,4.73,4.9,14532056,,70549696.0
2015-09-29,4.78,4.84,4.7,4.75,13026179,,62176172.0
2015-09-30,4.78,4.82,4.73,4.77,8118583,,38744816.0
2015-10-08,4.95,5.01,4.86,4.96,18129268,,89849352.0
2015-10-09,4.94,5.09,4.93,5.04,21595957,,107982024.0
2015-10-12,5.04,5.36,5.04,5.3,33162401,,173672432.0
2015-10-13,5.23,5.5,5.19,5.44,32686646,,176120848.0
2015-10-14,5.39,5.56,5.28,5.35,32811461,,177462064.0
2015-10-15,5.3,5.68,5.28,5.6,39485371,,217097744.0
2015-10-16,5.61,5.75,5.48,5.68,47421294,,265662224.0
2015-10-19,5.7,5.73,5.48,5.59,34806492,,194958832.0
2015-10-20,5.56,5.84,5.52,5.72,39035874,,221328624.0
2015-10-21,5.67,5.82,5.15,5.22,54591342,,303337472.0
2015-10-22,5.22,5.43,5.1,5.37,32237484,,170422720.0
2015-10-23,5.39,5.68,5.35,5.63,33561844,,185262832.0
2015-10-26,5.69,5.75,5.57,5.66,35375137,,200597408.0
2015-10-27,5.63,5.88,5.34,5.84,40175760,,226666112.0
2015-10-28,5.8,5.87,5.57,5.6,29928194,,171381136.0
2015-10-29,5.7,5.86,5.6,5.74,36488222,,209475696.0
2015-10-30,5.75,6.0,5.68,5.85,42471927,,249020592.0
2015-11-02,5.75,5.95,5.66,5.72,30254238,,175647648.0
2015-11-03,5.77,5.94,5.65,5.83,26155187,,152409056.0
2015-11-04,5.81,6.14,5.81,6.13,37559728,,226684368.0
2015-11-05,6.13,6.13,5.98,6.05,42902275,,260057872.0
2015-11-06,6.07,6.66,6.05,6.66,61530990,,395324768.0
2015-11-09,6.66,7.19,6.46,6.93,86792374,,588476288.0
2015-11-10,6.8,7.05,6.68,6.78,45823886,,313309056.0
2015-11-11,6.71,6.97,6.68,6.91,39963577,,273586784.0
2015-11-12,6.91,6.91,6.63,6.71,28178037,,190568992.0
2015-11-13,6.63,6.74,6.51,6.57,23229714,,153671200.0
2015-11-16,6.38,6.66,6.3,6.63,22309227,,145672576.0
2015-11-17,6.68,6.77,6.49,6.53,26999325,,178971216.0
2015-11-18,6.51,6.56,6.2,6.27,23181702,,149265408.0
2015-11-19,6.3,6.48,6.27,6.46,17223644,,109999696.0
2015-11-20,6.5,6.62,6.42,6.55,20441059,,133057168.0
2015-11-23,6.57,6.73,6.4,6.44,26255863,,173044656.0
2015-11-24,6.41,6.64,6.41,6.64,21919376,,143488800.0
2015-11-25,6.6,6.8,6.55,6.7,26115679,,175014096.0
2015-11-26,6.73,6.88,6.62,6.73,30382546,,205205712.0
2015-11-27,6.7,6.74,6.06,6.07,34605086,,221072208.0
2015-11-30,6.1,6.26,5.71,6.13,26857426,,162072544.0
2015-12-01,6.12,6.24,6.06,6.19,19032279,,117096128.0
2015-12-02,6.16,6.24,5.85,6.11,18252282,,110752352.0
2015-12-03,6.11,6.35,6.1,6.28,20390943,,126549640.0
2015-12-04,6.23,6.33,6.17,6.27,19468827,,121627536.0
2015-12-07,6.3,6.44,6.25,6.4,16321751,,103877936.0
2015-12-08,6.32,6.46,6.24,6.24,15273929,,97021800.0
2015-12-09,6.2,6.26,6.06,6.13,13761488,,84718712.0
2015-12-10,6.13,6.16,6.0,6.04,12570730,,76523936.0
2015-12-11,6.07,6.07,5.91,5.97,10685175,,63859928.0
2015-12-14,6.0,6.24,5.95,6.22,12958952,,79189896.0
2015-12-15,6.24,6.34,6.18,6.26,11852579,,74281048.0
2015-12-16,6.32,6.4,6.26,6.3,15615751,,98919472.0
2015-12-17,6.35,6.5,6.33,6.45,24178744,,155075616.0
2015-12-18,6.42,6.51,6.36,6.49,19084612,,122769008.0
2015-12-21,6.46,6.64,6.41,6.61,23276080,,152170496.0
2015-12-22,6.6,6.67,6.44,6.61,21798796,,143176800.0
2015-12-23,6.59,6.67,6.42,6.45,18532572,,121149456.0
2015-12-24,6.55,6.7,6.41,6.63,21259153,,139021696.0
2015-12-25,6.63,6.85,6.55,6.83,33281007,,222794672.0
2015-12-28,6.89,6.93,6.55,6.58,29309313,,197846096.0
2015-12-29,6.55,6.67,6.46,6.66,15194744,,99713136.0
2015-12-30,6.7,6.83,6.63,6.83,22014492,,148832464.0
