日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2019-12-04,,44.0,42.35,44.88,41.68,7565119,324121408.0,,,,
2019-12-05,,40.35,42.1,42.59,39.9,4157566,171806544.0,,,,
2019-12-06,,41.74,40.8,41.93,40.66,3040676,125270816.0,,,,
2019-12-09,,40.87,42.02,42.23,40.41,2806302,116170584.0,,,,
2019-12-10,,41.7,44.19,47.84,41.59,5701312,254114768.0,,,,
2019-12-11,,43.9,46.71,49.6,43.62,5575327,261824416.0,,,,
2019-12-12,,46.3,45.22,47.65,45.21,3332333,154641248.0,,,,
2019-12-13,,45.56,45.35,45.56,44.6,1991980,89702928.0,,,,
2019-12-16,,45.65,46.18,46.38,45.37,1745984,79953744.0,,,,
2019-12-17,,46.28,46.38,47.19,45.5,2405671,111210512.0,,,,
2019-12-18,,46.61,48.95,48.95,46.22,3692042,176361712.0,,,,
2019-12-19,,48.94,47.89,50.39,47.65,2467769,119970336.0,,,,
2019-12-20,,47.75,47.52,48.48,47.51,1606462,77142888.0,,,,
2019-12-23,,47.9,47.56,49.1,47.3,2309300,111065000.0,,,,
2019-12-24,,47.9,48.7,48.7,47.32,1222521,58711500.0,,,,
2019-12-25,,48.7,49.01,49.94,48.31,1889556,92797360.0,,,,
2019-12-26,,48.95,48.63,49.58,48.1,1586000,77267536.0,,,,
2019-12-27,,48.63,47.71,48.88,47.69,1331746,64292552.0,,,,
2019-12-30,,47.61,47.18,47.88,46.15,986133,46332876.0,,,,
2019-12-31,,47.06,47.47,47.5,46.81,762150,35979648.0,,,,
2020-01-02,,47.5,48.71,49.3,47.5,1451724,70167504.0,,,,
2020-01-03,,48.6,49.06,49.47,48.22,1183181,57833796.0,,,,
2020-01-06,,48.21,48.84,49.39,48.08,1024487,50062484.0,,,,
2020-01-07,,48.84,51.09,51.47,48.66,2289572,114939280.0,,,,
2020-01-08,,50.7,49.51,51.2,49.32,1934696,97262776.0,,,,
2020-01-09,,49.89,50.76,51.58,49.89,1584767,80545328.0,,,,
2020-01-10,,51.27,52.34,52.53,50.56,1848081,95809720.0,,,,
2020-01-13,,52.8,53.47,53.62,51.8,1643491,86632608.0,,,,
2020-01-14,,53.0,52.82,53.29,52.29,1346530,70985480.0,,,,
2020-01-15,,53.0,54.33,56.45,53.0,2233579,122624824.0,,,,
2020-01-16,,54.05,54.8,55.55,53.55,1542662,84119904.0,,,,
2020-01-17,,54.95,56.56,57.68,54.95,2340126,132169536.0,,,,
2020-01-20,,56.75,58.48,59.91,55.41,2158508,125447040.0,,,,
2020-01-21,,58.8,57.05,60.48,56.8,1772508,103758064.0,,,,
2020-01-22,,56.58,60.28,60.42,56.0,1642666,96006160.0,,,,
2020-01-23,,59.76,56.13,59.97,54.8,2034116,116858328.0,,,,
2020-02-03,,45.2,48.25,50.85,45.2,2161780,103357632.0,,,,
2020-02-04,,49.61,53.02,53.55,48.9,2133396,109650648.0,,,,
2020-02-05,,53.02,54.16,55.98,52.47,2214444,120629712.0,,,,
2020-02-06,,54.15,55.21,56.49,53.21,2000438,110743720.0,,,,
2020-02-07,,55.24,56.68,56.8,54.0,2079375,114665728.0,,,,
2020-02-10,,57.22,58.3,60.42,56.43,2189589,128097912.0,,,,
2020-02-11,,58.2,55.8,58.3,55.8,1651448,93761280.0,,,,
2020-02-12,,55.21,57.5,57.89,55.21,1534244,87037264.0,,,,
2020-02-13,,57.66,57.84,59.78,57.01,1852659,108048448.0,,,,
2020-02-14,,57.8,56.26,58.48,55.22,1511723,86286816.0,,,,
2020-02-17,,56.68,58.11,58.2,56.3,1717411,98842104.0,,,,
2020-02-18,,58.1,61.98,61.98,57.9,2937481,177035264.0,,,,
2020-02-19,,61.1,60.5,61.99,59.6,2218869,134645984.0,,,,
2020-02-20,,60.26,60.08,61.18,58.6,1436213,85825472.0,,,,
2020-02-21,,59.9,59.16,60.65,58.81,1418988,84384744.0,,,,
2020-02-24,,58.62,59.1,59.58,57.76,1219913,71337664.0,,,,
2020-02-25,,58.0,60.6,61.35,57.7,1778318,106638960.0,,,,
2020-02-26,,59.4,56.92,60.29,56.6,1518084,88784592.0,,,,
2020-02-27,,57.55,55.71,57.88,55.05,928804,52289488.0,,,,
2020-02-28,,54.0,51.58,54.89,51.3,1321467,69976768.0,,,,
2020-03-02,,52.32,54.22,54.5,51.8,983140,52442596.0,,,,
2020-03-03,,54.85,54.3,56.25,53.68,1169359,64481796.0,,,,
2020-03-04,,53.77,54.46,54.97,53.51,743224,40290580.0,,,,
2020-03-05,,55.02,54.47,55.4,53.89,693613,37869084.0,,,,
2020-03-06,,54.08,54.18,55.0,53.76,508716,27688158.0,,,,
2020-03-09,,53.56,50.9,53.98,50.9,966211,50449480.0,,,,
2020-03-10,,50.6,52.1,52.46,50.01,772403,39594568.0,,,,
2020-03-11,,52.34,50.99,52.59,50.7,730722,37761336.0,,,,
2020-03-12,,50.0,49.48,50.25,48.99,679607,33687284.0,,,,
2020-03-13,,46.8,48.63,49.15,46.13,770785,36679200.0,,,,
2020-03-16,,48.59,47.1,49.36,46.59,750915,36303124.0,,,,
2020-03-17,,47.99,48.3,48.74,45.65,658535,31316496.0,,,,
2020-03-18,,48.51,47.28,49.8,47.0,613103,29780448.0,,,,
2020-03-19,,47.76,47.95,48.67,46.33,530724,25124292.0,,,,
2020-03-20,,48.3,48.88,49.18,48.15,495193,24077096.0,,,,
2020-03-23,,47.57,46.56,48.55,46.31,491050,23180312.0,,,,
2020-03-24,,47.13,47.65,47.96,46.03,460883,21713492.0,,,,
2020-03-25,,49.01,48.71,49.5,48.21,580337,28347672.0,,,,
2020-03-26,,48.05,48.76,49.48,48.05,465013,22756236.0,,,,
2020-03-27,,49.45,47.57,49.46,47.52,492868,23873624.0,,,,
2020-03-30,,46.9,45.11,46.9,44.41,713461,32265020.0,,,,
2020-03-31,,45.77,44.56,45.81,44.54,372443,16802994.0,,,,
2020-04-01,,44.7,44.5,45.28,44.0,385963,17276296.0,,,,
2020-04-02,,44.5,46.19,46.47,44.04,691322,31276132.0,,,,
2020-04-03,,46.45,45.39,46.45,45.31,416231,19077968.0,,,,
2020-04-07,,46.03,46.56,46.95,46.03,539992,25064686.0,,,,
2020-04-08,,46.3,46.55,46.98,46.05,313262,14578634.0,,,,
2020-04-09,,46.78,46.68,46.88,46.34,363748,16957536.0,,,,
2020-04-10,,46.55,45.22,46.69,44.8,479096,21886022.0,,,,
2020-04-13,,44.9,45.21,45.25,44.59,292370,13122356.0,,,,
2020-04-14,,45.2,46.03,46.03,45.2,282264,12912521.0,,,,
2020-04-15,,46.2,46.02,46.59,45.81,307594,14198776.0,,,,
2020-04-16,,45.91,45.98,46.07,45.46,261384,11985581.0,,,,
2020-04-17,,45.87,46.49,46.94,45.87,526513,24510344.0,,,,
2020-04-20,,46.48,47.2,47.48,45.1,997479,46333020.0,,,,
2020-04-21,,46.99,46.55,46.99,45.6,602972,27911572.0,,,,
2020-04-22,,46.0,46.7,46.87,45.71,334866,15566556.0,,,,
2020-04-23,,46.78,47.0,47.27,46.49,706029,33046136.0,,,,
2020-04-24,,46.98,47.41,48.48,46.62,759457,36065032.0,,,,
2020-04-27,,47.16,45.26,47.16,45.02,948045,43232580.0,,,,
2020-04-28,,44.38,41.99,45.3,40.12,966862,40781332.0,,,,
2020-04-29,,41.46,41.65,42.49,41.12,455143,19001600.0,,,,
2020-04-30,,41.59,43.08,43.48,41.59,653077,27939480.0,,,,
2020-05-06,,42.2,45.67,45.67,42.01,937927,41595972.0,,,,
2020-05-07,,45.7,44.72,45.8,44.72,669264,30288832.0,,,,
2020-05-08,,45.0,45.09,45.95,44.84,537318,24381258.0,,,,
2020-05-11,,45.23,45.53,45.6,44.85,433489,19617344.0,,,,
2020-05-12,,45.4,45.37,45.47,44.5,301288,13566107.0,,,,
2020-05-13,,45.0,45.66,46.18,44.73,507364,23089086.0,,,,
2020-05-14,,45.47,45.82,46.36,45.2,546632,25100642.0,,,,
2020-05-15,,45.6,45.96,46.5,45.2,593241,27287612.0,,,,
2020-05-18,,46.47,45.56,46.49,45.35,476414,21835662.0,,,,
2020-05-19,,45.83,47.06,47.25,45.83,705266,32723380.0,,,,
2020-05-20,,46.9,46.85,47.89,46.58,759204,35917044.0,,,,
2020-05-21,,46.91,45.56,46.91,45.31,576438,26553572.0,,,,
2020-05-22,,45.56,44.02,45.79,43.78,513776,22924976.0,,,,
2020-05-25,,43.57,43.21,44.54,42.89,400947,17373732.0,,,,
2020-05-26,,43.43,44.95,45.06,43.43,450677,20058572.0,,,,
2020-05-27,,44.81,44.06,44.81,43.9,317039,14043100.0,,,,
2020-05-28,,43.8,43.42,44.19,42.77,391210,16997826.0,,,,
2020-05-29,,43.01,43.97,44.68,42.81,400460,17594192.0,,,,
2020-06-01,,44.11,46.66,47.2,44.11,1026944,47540388.0,,,,
2020-06-02,,46.21,46.8,47.44,46.03,865211,40559848.0,,,,
2020-06-03,,47.0,48.07,48.97,47.0,1190187,57174724.0,,,,
2020-06-04,,47.7,51.08,52.87,47.7,2271951,113651104.0,,,,
2020-06-05,,51.18,54.92,56.03,50.6,3305551,176804256.0,,,,
2020-06-08,,54.93,52.9,56.03,52.06,2336443,124923032.0,,,,
2020-06-09,,52.5,51.27,52.58,50.61,1338038,68775280.0,,,,
2020-06-10,,51.15,51.18,51.85,50.11,848367,43306208.0,,,,
2020-06-11,,51.55,50.51,51.88,50.18,945434,48238488.0,,,,
2020-06-12,,49.5,50.84,51.6,49.11,719396,36312072.0,,,,
2020-06-15,,50.05,50.03,51.36,49.7,557415,28085380.0,,,,
2020-06-16,,50.68,50.98,51.2,50.45,667620,33946272.0,,,,
2020-06-17,,51.48,50.8,51.68,49.9,722057,36516636.0,,,,
