股票代码,股票名称,匹配度,最佳买点日期,最佳买点价格,当前价格,市值,核心特征匹配,特征
300597,吉大通信,0.767,2025-12-31,9.24,9.24,25.07,{},"{'起点当周量比': 0.38, '起点前10周均量': 480649.0, '起点前20周均量': 567402.0, '起点前40周均量': 462859.0, '成交量萎缩程度': 0.85, '起点前40周最大量': 1227769.0, '最大量对应最低价': 9.08, '最大量对应日期': '2024-11-15', '是否跌破最大量最低价': 1, '相对最大量最低价跌幅': 0.11, '起点量比最大量': 0.15, '价格相对位置': 61.66, '相对高点跌幅': 14.03, '起点前20周最高价': 10.55, '起点前20周最低价': 6.69, '起点前40周最高价': 10.55, '起点前40周最低价': 6.12, '起点前20周波动幅度': 57.7, '价格相对MA5': 9.33, 'MA5值': 8.3, '价格相对MA10': 1.22, 'MA10值': 8.96, '价格相对MA20': 2.96, 'MA20值': 8.81, '价格相对MA40': 14.4, 'MA40值': 7.93, 'MA20斜率': -0.29, '起点前20周量价相关系数': 0.044, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 27.42, '起点前20周波动率': 36.29, '90%成本集中度': 14.72, '筹码集中度': 53.79, '盈利筹码比例': 65.41, '起点价格': 9.07, '起点日期': '2025-02-07'}"
600099,林海股份,0.759,2025-12-31,10.45,10.45,22.9,{},"{'起点当周量比': 0.5, '起点前10周均量': 207380.0, '起点前20周均量': 285646.0, '起点前40周均量': 273161.0, '成交量萎缩程度': 0.73, '起点前40周最大量': 1000293.0, '最大量对应最低价': 6.99, '最大量对应日期': '2024-08-02', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.1, '价格相对位置': 56.25, '相对高点跌幅': 15.16, '起点前20周最高价': 11.08, '起点前20周最低价': 7.24, '起点前40周最高价': 11.08, '起点前40周最低价': 6.14, '起点前20周波动幅度': 53.04, '价格相对MA5': 7.82, 'MA5值': 8.72, '价格相对MA10': 1.41, 'MA10值': 9.27, '价格相对MA20': 3.14, 'MA20值': 9.11, '价格相对MA40': 15.37, 'MA40值': 8.15, 'MA20斜率': 3.0, '起点前20周量价相关系数': 0.142, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 28.75, '起点前20周波动率': 38.44, '90%成本集中度': 14.41, '筹码集中度': 63.49, '盈利筹码比例': 62.89, '起点价格': 9.4, '起点日期': '2025-02-07'}"
000156,华数传媒,0.757,2025-12-31,7.57,7.57,128.68,{},"{'起点当周量比': 0.63, '起点前10周均量': 834950.0, '起点前20周均量': 805832.0, '起点前40周均量': 604084.0, '成交量萎缩程度': 1.04, '起点前40周最大量': 1738647.0, '最大量对应最低价': 7.52, '最大量对应日期': '2024-12-13', '是否跌破最大量最低价': 1, '相对最大量最低价跌幅': 2.79, '起点量比最大量': 0.3, '价格相对位置': 56.04, '相对高点跌幅': 14.1, '起点前20周最高价': 8.51, '起点前20周最低价': 5.78, '起点前40周最高价': 8.51, '起点前40周最低价': 5.36, '起点前20周波动幅度': 47.23, '价格相对MA5': 8.39, 'MA5值': 6.74, '价格相对MA10': 1.37, 'MA10值': 7.21, '价格相对MA20': 3.38, 'MA20值': 7.07, '价格相对MA40': 10.8, 'MA40值': 6.6, 'MA20斜率': 0.99, '起点前20周量价相关系数': 0.102, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 29.04, '起点前20周波动率': 39.32, '90%成本集中度': 16.43, '筹码集中度': 53.65, '盈利筹码比例': 60.78, '起点价格': 7.31, '起点日期': '2025-02-07'}"
002609,捷顺科技,0.752,2025-12-31,9.29,9.29,42.68,{},"{'起点当周量比': 0.7, '起点前10周均量': 788118.0, '起点前20周均量': 637149.0, '起点前40周均量': 482907.0, '成交量萎缩程度': 1.24, '起点前40周最大量': 2059757.0, '最大量对应最低价': 8.18, '最大量对应日期': '2024-12-06', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.27, '价格相对位置': 58.84, '相对高点跌幅': 14.59, '起点前20周最高价': 9.73, '起点前20周最低价': 6.28, '起点前40周最高价': 9.73, '起点前40周最低价': 6.28, '起点前20周波动幅度': 54.94, '价格相对MA5': 9.46, 'MA5值': 7.59, '价格相对MA10': 1.28, 'MA10值': 8.21, '价格相对MA20': 2.87, 'MA20值': 8.08, '价格相对MA40': 7.31, 'MA40值': 7.74, 'MA20斜率': -1.94, '起点前20周量价相关系数': 0.24, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 29.12, '起点前20周波动率': 38.85, '90%成本集中度': 16.26, '筹码集中度': 69.07, '盈利筹码比例': 58.56, '起点价格': 8.31, '起点日期': '2025-02-07'}"
002153,石基信息,0.745,2025-12-31,10.83,10.83,173.25,{},"{'起点当周量比': 1.72, '起点前10周均量': 750997.0, '起点前20周均量': 1186727.0, '起点前40周均量': 907819.0, '成交量萎缩程度': 0.63, '起点前40周最大量': 3042368.0, '最大量对应最低价': 7.14, '最大量对应日期': '2024-11-01', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.42, '价格相对位置': 61.51, '相对高点跌幅': 14.09, '起点前20周最高价': 8.66, '起点前20周最低价': 5.49, '起点前40周最高价': 8.66, '起点前40周最低价': 4.8, '起点前20周波动幅度': 57.74, '价格相对MA5': 13.35, 'MA5值': 6.56, '价格相对MA10': 2.62, 'MA10值': 7.25, '价格相对MA20': 2.94, 'MA20值': 7.23, '价格相对MA40': 13.64, 'MA40值': 6.55, 'MA20斜率': -3.33, '起点前20周量价相关系数': 0.214, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 29.92, '起点前20周波动率': 43.73, '90%成本集中度': 17.82, '筹码集中度': 60.99, '盈利筹码比例': 67.73, '起点价格': 7.44, '起点日期': '2025-02-07'}"
002057,中钢天源,0.733,2025-12-31,10.19,10.19,76.77,{},"{'起点当周量比': 0.77, '起点前10周均量': 547777.0, '起点前20周均量': 792611.0, '起点前40周均量': 634203.0, '成交量萎缩程度': 0.69, '起点前40周最大量': 3014533.0, '最大量对应最低价': 7.83, '最大量对应日期': '2024-11-08', '是否跌破最大量最低价': 1, '相对最大量最低价跌幅': 4.98, '起点量比最大量': 0.14, '价格相对位置': 59.62, '相对高点跌幅': 14.48, '起点前20周最高价': 8.7, '起点前20周最低价': 5.58, '起点前40周最高价': 9.09, '起点前40周最低价': 5.58, '起点前20周波动幅度': 55.91, '价格相对MA5': 6.1, 'MA5值': 7.01, '价格相对MA10': 0.8, 'MA10值': 7.38, '价格相对MA20': 2.06, 'MA20值': 7.29, '价格相对MA40': 6.01, 'MA40值': 7.02, 'MA20斜率': 6.31, '起点前20周量价相关系数': 0.455, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 17.85, '起点前20周波动率': 42.36, '90%成本集中度': 17.48, '筹码集中度': 73.71, '盈利筹码比例': 68.85, '起点价格': 7.44, '起点日期': '2025-02-07'}"
300371,汇中股份,0.729,2025-12-31,12.57,12.57,16.9,{},"{'起点当周量比': 0.47, '起点前10周均量': 147661.0, '起点前20周均量': 204632.0, '起点前40周均量': 216661.0, '成交量萎缩程度': 0.72, '起点前40周最大量': 1176043.0, '最大量对应最低价': 8.22, '最大量对应日期': '2024-08-23', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.06, '价格相对位置': 53.6, '相对高点跌幅': 16.86, '起点前20周最高价': 11.86, '起点前20周最低价': 7.55, '起点前40周最高价': 11.86, '起点前40周最低价': 7.04, '起点前20周波动幅度': 57.09, '价格相对MA5': 8.23, 'MA5值': 9.11, '价格相对MA10': -0.33, 'MA10值': 9.89, '价格相对MA20': 1.12, 'MA20值': 9.75, '价格相对MA40': 7.82, 'MA40值': 9.14, 'MA20斜率': -0.65, '起点前20周量价相关系数': -0.082, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 27.66, '起点前20周波动率': 40.51, '90%成本集中度': 15.86, '筹码集中度': 57.18, '盈利筹码比例': 63.21, '起点价格': 9.86, '起点日期': '2025-02-07'}"
300213,佳讯飞鸿,0.726,2025-12-31,9.52,9.52,52.57,{},"{'起点当周量比': 0.46, '起点前10周均量': 1395251.0, '起点前20周均量': 1510740.0, '起点前40周均量': 1137912.0, '成交量萎缩程度': 0.92, '起点前40周最大量': 3154408.0, '最大量对应最低价': 8.21, '最大量对应日期': '2024-12-13', '是否跌破最大量最低价': 1, '相对最大量最低价跌幅': 0.85, '起点量比最大量': 0.2, '价格相对位置': 56.87, '相对高点跌幅': 18.27, '起点前20周最高价': 9.96, '起点前20周最低价': 5.74, '起点前40周最高价': 9.96, '起点前40周最低价': 5.08, '起点前20周波动幅度': 73.52, '价格相对MA5': 9.47, 'MA5值': 7.44, '价格相对MA10': 0.95, 'MA10值': 8.06, '价格相对MA20': 4.23, 'MA20值': 7.81, '价格相对MA40': 18.86, 'MA40值': 6.85, 'MA20斜率': 5.75, '起点前20周量价相关系数': 0.107, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 32.58, '起点前20周波动率': 55.22, '90%成本集中度': 21.64, '筹码集中度': 52.11, '盈利筹码比例': 63.36, '起点价格': 8.14, '起点日期': '2025-02-07'}"
603220,中贝通信,0.726,2025-12-31,21.3,21.3,92.5,{},"{'起点当周量比': 0.75, '起点前10周均量': 900917.0, '起点前20周均量': 1090396.0, '起点前40周均量': 869814.0, '成交量萎缩程度': 0.83, '起点前40周最大量': 2493709.0, '最大量对应最低价': 22.79, '最大量对应日期': '2024-11-01', '是否跌破最大量最低价': 1, '相对最大量最低价跌幅': 0.44, '起点量比最大量': 0.27, '价格相对位置': 57.44, '相对高点跌幅': 16.33, '起点前20周最高价': 27.12, '起点前20周最低价': 16.71, '起点前40周最高价': 27.12, '起点前40周最低价': 16.71, '起点前20周波动幅度': 62.3, '价格相对MA5': 12.25, 'MA5值': 20.21, '价格相对MA10': 4.8, 'MA10值': 21.65, '价格相对MA20': 3.91, 'MA20值': 21.84, '价格相对MA40': 7.82, 'MA40值': 21.04, 'MA20斜率': -2.56, '起点前20周量价相关系数': 0.393, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 31.58, '起点前20周波动率': 44.76, '90%成本集中度': 18.29, '筹码集中度': 56.27, '盈利筹码比例': 66.75, '起点价格': 22.69, '起点日期': '2025-02-07'}"
002174,游族网络,0.725,2025-12-31,12.24,12.24,120.3,{},"{'起点当周量比': 0.64, '起点前10周均量': 1533431.0, '起点前20周均量': 1580217.0, '起点前40周均量': 1099532.0, '成交量萎缩程度': 0.97, '起点前40周最大量': 3589647.0, '最大量对应最低价': 9.97, '最大量对应日期': '2024-12-13', '是否跌破最大量最低价': 1, '相对最大量最低价跌幅': 4.01, '起点量比最大量': 0.27, '价格相对位置': 57.47, '相对高点跌幅': 16.42, '起点前20周最高价': 11.45, '起点前20周最低价': 7.03, '起点前40周最高价': 11.45, '起点前40周最低价': 6.85, '起点前20周波动幅度': 62.87, '价格相对MA5': 9.57, 'MA5值': 8.73, '价格相对MA10': 0.89, 'MA10值': 9.49, '价格相对MA20': 2.62, 'MA20值': 9.33, '价格相对MA40': 10.76, 'MA40值': 8.64, 'MA20斜率': 2.27, '起点前20周量价相关系数': 0.233, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 31.67, '起点前20周波动率': 50.61, '90%成本集中度': 20.19, '筹码集中度': 55.98, '盈利筹码比例': 58.98, '起点价格': 9.57, '起点日期': '2025-02-07'}"
